nombre,descripcion,precio,stock,tipo_producto,condicion,categoria_id
Monitor Gamer 24 144Hz 1ms,"¡Potenciá tu setup con Monitor Gamer 24 144Hz 1ms! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Monitores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Tamaño: 24 Pulgadas
• Resolución: Full HD
• Panel: VA
• Tasa de refresco: 144Hz
• Tiempo de respuesta: 1ms (GtG)
• Ideal para juegos competitivos (CS:GO, Valorant)

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",188.16,13,Periferico,Nuevo,22
Monitor 27 2K 144Hz IPS,"¡Potenciá tu setup con Monitor 27 2K 144Hz IPS! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Monitores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Tamaño: 27 Pulgadas
• Resolución: Quad HD (2560x1440)
• Panel: IPS Fast
• Tasa de refresco: 144Hz (Overclock a 165Hz)
• Cobertura de color sRGB 99%

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",413.96,7,Periferico,Nuevo,22
Monitor Ultrawide 34 144Hz,"¡Potenciá tu setup con Monitor Ultrawide 34 144Hz! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Monitores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Tamaño: 34 Pulgadas Ultrawide (Curvo 1500R)
• Resolución: UWQHD (3440x1440p)
• Relación de aspecto 21:9
• Tasa de refresco: 144Hz
• PIP y PBP Support

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",564.49,6,Periferico,Nuevo,22
Monitor OLED 34 Ultrawide 240Hz,"¡Potenciá tu setup con Monitor OLED 34 Ultrawide 240Hz! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Monitores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Tecnología OLED
• Tamaño: 34"" Ultrawide Curvo (1800R)
• Resolución: UWQHD
• Tasa de refresco extrema: 240Hz
• Tiempo de respuesta: 0.03ms
• HDR True Black 400
• Contraste infinito

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",1655.83,3,Periferico,Nuevo,22
Pendrive 32GB USB 3.0,"¡Potenciá tu setup con Pendrive 32GB USB 3.0! Una opción excelente dentro de la gama Entrada, garantizando durabilidad y eficiencia en su categoría de Almacenamiento Portatil.

--- CARACTERÍSTICAS TÉCNICAS ---
• Capacidad: 32GB
• Interfaz: USB 3.0 (Compatible con 2.0)
• Velocidad de lectura: Hasta 100 MB/s
• Diseño sin tapa retráctil

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",9.58,67,Periferico,Nuevo,23
Pendrive 128GB USB 3.2,"¡Potenciá tu setup con Pendrive 128GB USB 3.2! Una opción excelente dentro de la gama Entrada, garantizando durabilidad y eficiencia en su categoría de Almacenamiento Portatil.

--- CARACTERÍSTICAS TÉCNICAS ---
• Capacidad: 128GB
• Interfaz: USB 3.2 Gen 1
• Velocidad de transferencia ultrarrápida
• Carcasa metálica resistente a golpes

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",21.9,36,Periferico,Nuevo,23
Disco Externo 1TB HDD,"¡Potenciá tu setup con Disco Externo 1TB HDD! Una opción excelente dentro de la gama Entrada, garantizando durabilidad y eficiencia en su categoría de Almacenamiento Portatil.

--- CARACTERÍSTICAS TÉCNICAS ---
• Tipo: Disco Rígido Externo (Mecánico)
• Capacidad: 1TB
• Formato: 2.5"" (Portátil, no requiere cable de corriente)
• Interfaz: USB 3.0

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",67.05,18,Periferico,Nuevo,23
Disco Externo 4TB HDD,"¡Potenciá tu setup con Disco Externo 4TB HDD! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Almacenamiento Portatil.

--- CARACTERÍSTICAS TÉCNICAS ---
• Tipo: Disco Rígido Externo (Mecánico)
• Capacidad: 4TB
• Formato: 2.5""
• Ideal para copias de seguridad masivas (Backups)
• Plug and Play

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",141.64,11,Periferico,Nuevo,23
SSD Externo 1TB NVMe,"¡Potenciá tu setup con SSD Externo 1TB NVMe! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Almacenamiento Portatil.

--- CARACTERÍSTICAS TÉCNICAS ---
• Tipo: Unidad de Estado Sólido Externa
• Capacidad: 1TB
• Interfaz: USB-C 3.2 Gen 2
• Velocidades de hasta 1050 MB/s
• Resistente a caídas de 2 metros

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",118.37,12,Periferico,Nuevo,23
SSD Externo 2TB Extreme,"¡Potenciá tu setup con SSD Externo 2TB Extreme! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Almacenamiento Portatil.

--- CARACTERÍSTICAS TÉCNICAS ---
• Tipo: SSD Externo Premium
• Capacidad: 2TB
• Interfaz: USB-C 3.2 Gen 2x2
• Velocidades de hasta 2000 MB/s
• Resistencia al agua y polvo IP55
• Encriptación de hardware

Estado: NUEVO. Producto 100% original, entregado en su caja sellada con garantía completa de fábrica.",220.32,8,Periferico,Nuevo,23
Placa de Video GTX 1650 4GB (Reacondicionado),"¡Potenciá tu setup con Placa de Video GTX 1650 4GB (Reacondicionado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 4GB GDDR6
• Bus: 128-bit
• Cuda Cores: 896
• Puertos: DisplayPort, HDMI, DVI
• TDP: 75W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",118.37,3,Componente,Reacondicionado,25
Placa de Video RX 6600 8GB (Reacondicionado),"¡Potenciá tu setup con Placa de Video RX 6600 8GB (Reacondicionado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 8GB GDDR6
• Bus: 128-bit
• Stream Processors: 1792
• Arquitectura: RDNA 2
• Ray Tracing: Sí

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",187.48,4,Componente,Reacondicionado,25
Placa de Video RTX 4060 8GB (Reacondicionado),"¡Potenciá tu setup con Placa de Video RTX 4060 8GB (Reacondicionado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 8GB GDDR6
• Bus: 128-bit
• Cuda Cores: 3072
• DLSS 3.0: Sí
• Consumo: 115W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",255.9,2,Componente,Reacondicionado,25
Placa de Video RTX 4070 12GB (Reacondicionado),"¡Potenciá tu setup con Placa de Video RTX 4070 12GB (Reacondicionado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 12GB GDDR6X
• Bus: 192-bit
• Cuda Cores: 5888
• DLSS 3.0: Sí
• Consumo: 200W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",468.01,4,Componente,Reacondicionado,25
Placa de Video RTX 4080 SUPER 16GB (Reacondicionado),"¡Potenciá tu setup con Placa de Video RTX 4080 SUPER 16GB (Reacondicionado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 16GB GDDR6X
• Bus: 256-bit
• Cuda Cores: 10240
• DLSS 3.5: Sí
• Consumo: 320W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",788.23,1,Componente,Reacondicionado,25
Placa de Video RTX 4090 24GB (Reacondicionado),"¡Potenciá tu setup con Placa de Video RTX 4090 24GB (Reacondicionado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 24GB GDDR6X
• Bus: 384-bit
• Cuda Cores: 16384
• Rendimiento: Extremo 4K/8K
• Consumo: 450W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",1527.2,3,Componente,Reacondicionado,25
Procesador AMD Athlon 3000G (Reacondicionado),"¡Potenciá tu setup con Procesador AMD Athlon 3000G (Reacondicionado)! Una opción excelente dentro de la gama Entrada, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 2
• Hilos: 4
• Frecuencia Base: 3.5 GHz
• Gráficos: Radeon Vega 3
• TDP: 35W
• Socket: AM4

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",41.05,2,Componente,Reacondicionado,26
Procesador AMD Ryzen 5 4600G (Reacondicionado),"¡Potenciá tu setup con Procesador AMD Ryzen 5 4600G (Reacondicionado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 6
• Hilos: 12
• Frecuencia Turbo: 4.2 GHz
• Gráficos: Radeon Graphics
• Caché L3: 8MB
• TDP: 65W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",91.0,1,Componente,Reacondicionado,26
Procesador Intel Core i5 12400F (Reacondicionado),"¡Potenciá tu setup con Procesador Intel Core i5 12400F (Reacondicionado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 6 (P-Cores)
• Hilos: 12
• Frecuencia Turbo: 4.4 GHz
• Caché: 18MB
• Gráficos: No (Requiere GPU)
• TDP: 65W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",122.48,3,Componente,Reacondicionado,26
Procesador Intel Core i7 13700K (Reacondicionado),"¡Potenciá tu setup con Procesador Intel Core i7 13700K (Reacondicionado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 16 (8P+8E)
• Hilos: 24
• Frecuencia Turbo: 5.4 GHz
• Caché: 30MB
• Gráficos: UHD 770
• TDP Máx: 253W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",327.06,2,Componente,Reacondicionado,26
Procesador Intel Core i9 14900K (Reacondicionado),"¡Potenciá tu setup con Procesador Intel Core i9 14900K (Reacondicionado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 24 (8P+16E)
• Hilos: 32
• Frecuencia Turbo: 6.0 GHz
• Caché: 36MB
• Gráficos: UHD 770
• TDP Máx: 253W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",535.07,2,Componente,Reacondicionado,26
Procesador AMD Ryzen 9 7950X (Reacondicionado),"¡Potenciá tu setup con Procesador AMD Ryzen 9 7950X (Reacondicionado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 16
• Hilos: 32
• Frecuencia Turbo: 5.7 GHz
• Caché L3: 64MB
• Arquitectura: Zen 4
• TDP: 170W

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",515.91,3,Componente,Reacondicionado,26
Motherboard A320M (Reacondicionado),"¡Potenciá tu setup con Motherboard A320M (Reacondicionado)! Una opción excelente dentro de la gama Entrada, garantizando durabilidad y eficiencia en su categoría de Motherboards.

--- CARACTERÍSTICAS TÉCNICAS ---
• Socket: AM4
• Formato: Micro-ATX
• Memoria Máx: 64GB DDR4
• Puertos: 4x SATA, 1x M.2

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",53.37,2,Componente,Reacondicionado,27
Motherboard B450M (Reacondicionado),"¡Potenciá tu setup con Motherboard B450M (Reacondicionado)! Una opción excelente dentro de la gama Entrada, garantizando durabilidad y eficiencia en su categoría de Motherboards.

--- CARACTERÍSTICAS TÉCNICAS ---
• Socket: AM4
• Formato: Micro-ATX
• Memoria Máx: 128GB DDR4
• Soporte Overclock: Sí
• Puertos: 4x SATA, 1x M.2 NVMe

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",69.11,1,Componente,Reacondicionado,27
Motherboard B660M (Reacondicionado),"¡Potenciá tu setup con Motherboard B660M (Reacondicionado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Motherboards.

--- CARACTERÍSTICAS TÉCNICAS ---
• Socket: LGA 1700
• Formato: Micro-ATX
• Memoria Máx: 128GB DDR4
• PCIe: 4.0
• Puertos: 2x M.2 NVMe

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",106.74,3,Componente,Reacondicionado,27
Motherboard Z690 (Reacondicionado),"¡Potenciá tu setup con Motherboard Z690 (Reacondicionado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Motherboards.

--- CARACTERÍSTICAS TÉCNICAS ---
• Socket: LGA 1700
• Formato: ATX
• Memoria Máx: 128GB DDR5
• Soporte Overclock: Extremo
• PCIe: 5.0
• M.2: 4x NVMe

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",188.85,4,Componente,Reacondicionado,27
Motherboard Z790 (Reacondicionado),"¡Potenciá tu setup con Motherboard Z790 (Reacondicionado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Motherboards.

--- CARACTERÍSTICAS TÉCNICAS ---
• Socket: LGA 1700
• Formato: ATX
• Memoria Máx: 192GB DDR5 7200MHz+
• VRM: 16+1+1 Fases
• PCIe: 5.0

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",283.27,1,Componente,Reacondicionado,27
Motherboard X670E (Reacondicionado),"¡Potenciá tu setup con Motherboard X670E (Reacondicionado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Motherboards.

--- CARACTERÍSTICAS TÉCNICAS ---
• Socket: AM5
• Formato: Extended ATX
• Memoria Máx: 192GB DDR5
• VRM: 18+2+2 Fases
• Dual PCIe 5.0 (GPU y M.2)

Estado: REACONDICIONADO. Este producto pasó por estrictos controles técnicos en nuestro taller. Se limpió, probó y testeó bajo estrés para asegurar un funcionamiento al 100% igual que uno nuevo, cuidando tu bolsillo.",346.22,1,Componente,Reacondicionado,27
Placa de Video GTX 1650 4GB (Usado),"¡Potenciá tu setup con Placa de Video GTX 1650 4GB (Usado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 4GB GDDR6
• Bus: 128-bit
• Cuda Cores: 896
• Puertos: DisplayPort, HDMI, DVI
• TDP: 75W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",88.95,3,Componente,Usado,29
Placa de Video RX 6600 8GB (Usado),"¡Potenciá tu setup con Placa de Video RX 6600 8GB (Usado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 8GB GDDR6
• Bus: 128-bit
• Stream Processors: 1792
• Arquitectura: RDNA 2
• Ray Tracing: Sí

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",140.27,3,Componente,Usado,29
Placa de Video RTX 4060 8GB (Usado),"¡Potenciá tu setup con Placa de Video RTX 4060 8GB (Usado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 8GB GDDR6
• Bus: 128-bit
• Cuda Cores: 3072
• DLSS 3.0: Sí
• Consumo: 115W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",192.27,2,Componente,Usado,29
Placa de Video RTX 4070 12GB (Usado),"¡Potenciá tu setup con Placa de Video RTX 4070 12GB (Usado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 12GB GDDR6X
• Bus: 192-bit
• Cuda Cores: 5888
• DLSS 3.0: Sí
• Consumo: 200W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",351.01,1,Componente,Usado,29
Placa de Video RTX 4080 SUPER 16GB (Usado),"¡Potenciá tu setup con Placa de Video RTX 4080 SUPER 16GB (Usado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 16GB GDDR6X
• Bus: 256-bit
• Cuda Cores: 10240
• DLSS 3.5: Sí
• Consumo: 320W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",591.17,2,Componente,Usado,29
Placa de Video RTX 4090 24GB (Usado),"¡Potenciá tu setup con Placa de Video RTX 4090 24GB (Usado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Placas de Video.

--- CARACTERÍSTICAS TÉCNICAS ---
• VRAM: 24GB GDDR6X
• Bus: 384-bit
• Cuda Cores: 16384
• Rendimiento: Extremo 4K/8K
• Consumo: 450W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",1145.4,1,Componente,Usado,29
Procesador AMD Athlon 3000G (Usado),"¡Potenciá tu setup con Procesador AMD Athlon 3000G (Usado)! Una opción excelente dentro de la gama Entrada, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 2
• Hilos: 4
• Frecuencia Base: 3.5 GHz
• Gráficos: Radeon Vega 3
• TDP: 35W
• Socket: AM4

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",30.79,1,Componente,Usado,30
Procesador AMD Ryzen 5 4600G (Usado),"¡Potenciá tu setup con Procesador AMD Ryzen 5 4600G (Usado)! Una opción excelente dentro de la gama Entrada, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 6
• Hilos: 12
• Frecuencia Turbo: 4.2 GHz
• Gráficos: Radeon Graphics
• Caché L3: 8MB
• TDP: 65W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",68.42,4,Componente,Usado,30
Procesador Intel Core i5 12400F (Usado),"¡Potenciá tu setup con Procesador Intel Core i5 12400F (Usado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 6 (P-Cores)
• Hilos: 12
• Frecuencia Turbo: 4.4 GHz
• Caché: 18MB
• Gráficos: No (Requiere GPU)
• TDP: 65W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",92.37,1,Componente,Usado,30
Procesador Intel Core i7 13700K (Usado),"¡Potenciá tu setup con Procesador Intel Core i7 13700K (Usado)! Una opción excelente dentro de la gama Media, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 16 (8P+8E)
• Hilos: 24
• Frecuencia Turbo: 5.4 GHz
• Caché: 30MB
• Gráficos: UHD 770
• TDP Máx: 253W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",245.64,2,Componente,Usado,30
Procesador Intel Core i9 14900K (Usado),"¡Potenciá tu setup con Procesador Intel Core i9 14900K (Usado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 24 (8P+16E)
• Hilos: 32
• Frecuencia Turbo: 6.0 GHz
• Caché: 36MB
• Gráficos: UHD 770
• TDP Máx: 253W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",401.64,2,Componente,Usado,30
Procesador AMD Ryzen 9 7950X (Usado),"¡Potenciá tu setup con Procesador AMD Ryzen 9 7950X (Usado)! Una opción excelente dentro de la gama Alta, garantizando durabilidad y eficiencia en su categoría de Procesadores.

--- CARACTERÍSTICAS TÉCNICAS ---
• Núcleos: 16
• Hilos: 32
• Frecuencia Turbo: 5.7 GHz
• Caché L3: 64MB
• Arquitectura: Zen 4
• TDP: 170W

Estado: USADO. Ingresó a través de nuestro programa de canje. Verificado por técnicos, no presenta fallas de rendimiento. Ideal para presupuestos ajustados.",387.27,4,Componente,Usado,30
